year,latitude,longitude,crr
1996,36.0,45.0,31.02665
1996,36.0,45.25,22.41841
1996,36.0,45.5,20.889421
1996,36.0,45.75,20.889421
1996,36.0,46.0,21.828323
1996,36.0,46.25,18.354555
1996,36.0,46.5,18.354555
1996,36.0,46.75,19.369648
1996,36.0,47.0,11.062425
1996,36.0,47.25,14.185879
1996,36.0,47.5,9.954214
1996,36.0,47.75,9.954214
1996,36.0,48.0,11.019352
1996,36.0,48.25,14.845184
1996,36.0,48.5,14.845184
1996,36.0,48.75,13.134937
1996,36.0,49.0,17.780409
1996,36.0,49.25,18.728527
1996,36.0,49.5,8.046777
1996,36.0,49.75,8.046777
1996,36.0,50.0,24.032547
1996,36.0,50.25,14.096995
1996,36.0,50.5,11.454569
1996,36.0,50.75,11.454569
1996,36.0,51.0,8.423737
1996,35.75,45.0,27.998804
1996,35.75,45.25,25.256527
1996,35.75,45.5,22.806568
1996,35.75,45.75,22.806568
1996,35.75,46.0,22.848152
1996,35.75,46.25,17.592928
1996,35.75,46.5,17.592928
1996,35.75,46.75,16.430443
1996,35.75,47.0,13.741951
1996,35.75,47.25,19.466503
1996,35.75,47.5,9.575766
1996,35.75,47.75,9.575766
1996,35.75,48.0,8.423738
1996,35.75,48.25,10.57567
1996,35.75,48.5,10.57567
1996,35.75,48.75,20.159164
1996,35.75,49.0,13.215109
1996,35.75,49.25,15.398167
1996,35.75,49.5,22.370108
1996,35.75,49.75,22.370108
1996,35.75,50.0,20.935234
1996,35.75,50.25,34.499928
1996,35.75,50.5,23.083937
1996,35.75,50.75,23.083937
1996,35.75,51.0,7.7263417
1996,35.5,45.0,22.348196
1996,35.5,45.25,27.321327
1996,35.5,45.5,30.365364
1996,35.5,45.75,30.365364
1996,35.5,46.0,21.543243
1996,35.5,46.25,18.71757
1996,35.5,46.5,18.71757
1996,35.5,46.75,15.10661
1996,35.5,47.0,11.936346
1996,35.5,47.25,11.530263
1996,35.5,47.5,13.50542
1996,35.5,47.75,13.50542
1996,35.5,48.0,14.588482
1996,35.5,48.25,18.353312
1996,35.5,48.5,18.353312
1996,35.5,48.75,11.049725
1996,35.5,49.0,17.104927
1996,35.5,49.25,21.530548
1996,35.5,49.5,25.352892
1996,35.5,49.75,25.352892
1996,35.5,50.0,26.947605
1996,35.5,50.25,35.95073
1996,35.5,50.5,19.427162
1996,35.5,50.75,19.427162
1996,35.5,51.0,20.615795
1996,35.25,45.0,24.761065
1996,35.25,45.25,37.011875
1996,35.25,45.5,43.417393
1996,35.25,45.75,43.417393
1996,35.25,46.0,25.68254
1996,35.25,46.25,21.01068
1996,35.25,46.5,21.01068
1996,35.25,46.75,22.026512
1996,35.25,47.0,11.123177
1996,35.25,47.25,10.316735
1996,35.25,47.5,11.717244
1996,35.25,47.75,11.717244
1996,35.25,48.0,8.045284
1996,35.25,48.25,11.594746
1996,35.25,48.5,11.594746
1996,35.25,48.75,9.367617
1996,35.25,49.0,9.350935
1996,35.25,49.25,8.528806
1996,35.25,49.5,13.619701
1996,35.25,49.75,13.619701
1996,35.25,50.0,22.361393
1996,35.25,50.25,11.435896
1996,35.25,50.5,11.435896
1996,35.25,50.75,10.248013
1996,35.25,51.0,10.055302
1996,35.0,45.0,24.51557
1996,35.0,45.25,27.123386
1996,35.0,45.5,26.7397
1996,35.0,45.75,26.7397
1996,35.0,46.0,24.250404
1996,35.0,46.25,20.335192
1996,35.0,46.5,20.335192
1996,35.0,46.75,28.237324
1996,35.0,47.0,13.705352
1996,35.0,47.25,21.224304
1996,35.0,47.5,19.947033
1996,35.0,47.75,19.947033
1996,35.0,48.0,14.476192
1996,35.0,48.25,11.162519
1996,35.0,48.5,11.162519
1996,35.0,48.75,7.4713864
1996,35.0,49.0,8.246461
1996,35.0,49.25,9.453518
1996,35.0,49.5,10.712609
1996,35.0,49.75,10.712609
1996,35.0,50.0,10.072977
1996,35.0,50.25,9.265787
1996,35.0,50.5,10.119787
1996,35.0,50.75,10.119787
1996,35.0,51.0,11.454317
1996,34.75,45.0,32.59274
1996,34.75,45.25,27.9134
1996,34.75,45.5,30.285444
1996,34.75,45.75,30.285444
1996,34.75,46.0,22.078804
1996,34.75,46.25,20.539606
1996,34.75,46.5,20.539606
1996,34.75,46.75,16.795685
1996,34.75,47.0,16.47476
1996,34.75,47.25,13.545752
1996,34.75,47.5,13.479276
1996,34.75,47.75,13.479276
1996,34.75,48.0,15.726324
1996,34.75,48.25,11.118198
1996,34.75,48.5,11.118198
1996,34.75,48.75,10.898097
1996,34.75,49.0,8.38788
1996,34.75,49.25,13.57887
1996,34.75,49.5,10.384705
1996,34.75,49.75,10.384705
1996,34.75,50.0,22.094488
1996,34.75,50.25,22.219727
1996,34.75,50.5,22.219727
1996,34.75,50.75,8.731475
1996,34.75,51.0,8.369209
1996,34.5,45.0,33.998226
1996,34.5,45.25,42.111244
1996,34.5,45.5,31.658312
1996,34.5,45.75,31.658312
1996,34.5,46.0,21.343063
1996,34.5,46.25,22.617342
1996,34.5,46.5,22.617342
1996,34.5,46.75,15.2084465
1996,34.5,47.0,21.88186
1996,34.5,47.25,14.21576
1996,34.5,47.5,24.373154
1996,34.5,47.75,24.373154
1996,34.5,48.0,11.071889
1996,34.5,48.25,9.625064
1996,34.5,48.5,9.625064
1996,34.5,48.75,6.7391353
1996,34.5,49.0,13.022648
1996,34.5,49.25,13.898308
1996,34.5,49.5,15.389451
1996,34.5,49.75,15.389451
1996,34.5,50.0,9.767481
1996,34.5,50.25,17.977352
1996,34.5,50.5,9.888982
1996,34.5,50.75,9.888982
1996,34.5,51.0,14.346972
1996,34.25,45.0,34.81164
1996,34.25,45.25,34.81164
1996,34.25,45.5,33.441765
1996,34.25,45.75,24.824553
1996,34.25,46.0,14.918386
1996,34.25,46.25,22.016308
1996,34.25,46.5,22.016308
1996,34.25,46.75,25.663368
1996,34.25,47.0,14.485153
1996,34.25,47.25,14.429137
1996,34.25,47.5,14.429137
1996,34.25,47.75,16.524797
1996,34.25,48.0,16.840263
1996,34.25,48.25,16.040035
1996,34.25,48.5,9.945749
1996,34.25,48.75,9.945749
1996,34.25,49.0,10.628452
1996,34.25,49.25,15.130512
1996,34.25,49.5,11.868875
1996,34.25,49.75,11.868875
1996,34.25,50.0,16.91819
1996,34.25,50.25,16.013397
1996,34.25,50.5,14.8713255
1996,34.25,50.75,16.12519
1996,34.25,51.0,16.12519
1996,34.0,45.0,20.093185
1996,34.0,45.25,20.093185
1996,34.0,45.5,31.64462
1996,34.0,45.75,25.901394
1996,34.0,46.0,16.608707
1996,34.0,46.25,20.885437
1996,34.0,46.5,20.885437
1996,34.0,46.75,22.554855
1996,34.0,47.0,16.855944
1996,34.0,47.25,20.812986
1996,34.0,47.5,20.812986
1996,34.0,47.75,22.713953
1996,34.0,48.0,18.615732
1996,34.0,48.25,9.37285
1996,34.0,48.5,25.654406
1996,34.0,48.75,25.654406
1996,34.0,49.0,11.398551
1996,34.0,49.25,8.8141365
1996,34.0,49.5,12.877744
1996,34.0,49.75,12.877744
1996,34.0,50.0,13.388897
1996,34.0,50.25,14.9375515
1996,34.0,50.5,7.1322737
1996,34.0,50.75,7.5846734
1996,34.0,51.0,7.5846734
1996,33.75,45.0,20.093185
1996,33.75,45.25,20.093185
1996,33.75,45.5,31.64462
1996,33.75,45.75,25.901394
1996,33.75,46.0,16.608707
1996,33.75,46.25,20.885437
1996,33.75,46.5,20.885437
1996,33.75,46.75,22.554855
1996,33.75,47.0,16.855944
1996,33.75,47.25,20.812986
1996,33.75,47.5,20.812986
1996,33.75,47.75,22.713953
1996,33.75,48.0,18.615732
1996,33.75,48.25,9.37285
1996,33.75,48.5,25.654406
1996,33.75,48.75,25.654406
1996,33.75,49.0,11.398551
1996,33.75,49.25,8.8141365
1996,33.75,49.5,12.877744
1996,33.75,49.75,12.877744
1996,33.75,50.0,13.388897
1996,33.75,50.25,14.9375515
1996,33.75,50.5,7.1322737
1996,33.75,50.75,7.5846734
1996,33.75,51.0,7.5846734
1996,33.5,45.0,24.977928
1996,33.5,45.25,24.977928
1996,33.5,45.5,29.519825
1996,33.5,45.75,26.449394
1996,33.5,46.0,32.340263
1996,33.5,46.25,28.324718
1996,33.5,46.5,28.324718
1996,33.5,46.75,33.066044
