year,latitude,longitude,crr
1996,39.0,50.0,28.731844
1996,39.0,50.25,19.270357
1996,39.0,50.5,13.1008415
1996,39.0,50.75,13.1008415
1996,39.0,51.0,7.6124134
1996,39.0,51.25,6.7123494
1996,39.0,51.5,6.7123494
1996,39.0,51.75,10.104119
1996,39.0,52.0,8.695225
1996,39.0,52.25,5.1140313
1996,39.0,52.5,5.1140313
1996,39.0,52.75,3.9841843
1996,39.0,53.0,4.299461
1996,39.0,53.25,4.299461
1996,39.0,53.5,4.573104
1996,39.0,53.75,7.908304
1996,39.0,54.0,5.6486063
1996,39.0,54.25,5.6486063
1996,39.0,54.5,8.600832
1996,39.0,54.75,10.871971
1996,39.0,55.0,10.871971
1996,39.0,55.25,11.191061
1996,39.0,55.5,13.873776
1996,39.0,55.75,10.962869
1996,39.0,56.0,10.962869
1996,39.0,56.25,11.34743
1996,39.0,56.5,7.5720506
1996,39.0,56.75,7.5720506
1996,39.0,57.0,6.2632694
1996,39.0,57.25,7.9512086
1996,39.0,57.5,6.5547094
1996,39.0,57.75,6.5547094
1996,39.0,58.0,7.512617
1996,39.0,58.25,6.3776846
1996,39.0,58.5,6.3776846
1996,39.0,58.75,7.865397
1996,39.0,59.0,7.816137
1996,39.0,59.25,8.460039
1996,39.0,59.5,8.460039
1996,39.0,59.75,7.004424
1996,39.0,60.0,4.0750804
1996,39.0,60.25,4.0750804
1996,39.0,60.5,3.520167
1996,39.0,60.75,3.6549222
1996,39.0,61.0,4.5559406
1996,38.75,50.0,21.313618
1996,38.75,50.25,30.429003
1996,38.75,50.5,11.151973
1996,38.75,50.75,11.151973
1996,38.75,51.0,5.5316477
1996,38.75,51.25,8.183852
1996,38.75,51.5,8.183852
1996,38.75,51.75,7.783399
1996,38.75,52.0,11.347746
1996,38.75,52.25,5.8377075
1996,38.75,52.5,5.8377075
1996,38.75,52.75,5.700728
1996,38.75,53.0,5.233533
1996,38.75,53.25,5.233533
1996,38.75,53.5,3.9508133
1996,38.75,53.75,4.8407073
1996,38.75,54.0,10.087593
1996,38.75,54.25,10.087593
1996,38.75,54.5,13.547696
1996,38.75,54.75,10.202007
1996,38.75,55.0,10.202007
1996,38.75,55.25,8.848095
1996,38.75,55.5,15.495929
1996,38.75,55.75,18.182457
1996,38.75,56.0,18.182457
1996,38.75,56.25,8.898947
1996,38.75,56.5,6.7813134
1996,38.75,56.75,6.7813134
1996,38.75,57.0,17.537285
1996,38.75,57.25,7.884149
1996,38.75,57.5,4.587086
1996,38.75,57.75,4.587086
1996,38.75,58.0,6.3776846
1996,38.75,58.25,8.227395
1996,38.75,58.5,8.227395
1996,38.75,58.75,5.8399315
1996,38.75,59.0,12.27133
1996,38.75,59.25,4.851831
1996,38.75,59.5,4.851831
1996,38.75,59.75,3.7760115
1996,38.75,60.0,5.856458
1996,38.75,60.25,5.856458
1996,38.75,60.5,3.3974876
1996,38.75,60.75,3.851652
1996,38.75,61.0,4.814964
1996,38.5,50.0,26.78647
1996,38.5,50.25,18.548588
1996,38.5,50.5,11.0594845
1996,38.5,50.75,11.0594845
1996,38.5,51.0,14.936247
1996,38.5,51.25,9.973179
1996,38.5,51.5,9.973179
1996,38.5,51.75,9.287005
1996,38.5,52.0,12.057438
1996,38.5,52.25,8.023354
1996,38.5,52.5,8.023354
1996,38.5,52.75,5.3276067
1996,38.5,53.0,4.810832
1996,38.5,53.25,4.810832
1996,38.5,53.5,3.5732434
1996,38.5,53.75,8.603057
1996,38.5,54.0,7.457953
1996,38.5,54.25,7.457953
1996,38.5,54.5,8.543623
1996,38.5,54.75,11.987837
1996,38.5,55.0,11.987837
1996,38.5,55.25,32.097878
1996,38.5,55.5,17.283665
1996,38.5,55.75,8.86335
1996,38.5,56.0,8.86335
1996,38.5,56.25,14.912413
1996,38.5,56.5,11.790787
1996,38.5,56.75,11.790787
1996,38.5,57.0,15.791503
1996,38.5,57.25,12.167721
1996,38.5,57.5,15.638631
1996,38.5,57.75,15.638631
1996,38.5,58.0,4.278802
1996,38.5,58.25,3.6657276
1996,38.5,58.5,3.6657276
1996,38.5,58.75,5.528151
1996,38.5,59.0,5.146451
1996,38.5,59.25,4.521298
1996,38.5,59.5,4.521298
1996,38.5,59.75,4.849289
1996,38.5,60.0,6.7460356
1996,38.5,60.25,6.7460356
1996,38.5,60.5,4.576281
1996,38.5,60.75,6.996479
1996,38.5,61.0,4.6856117
1996,38.25,50.0,26.78647
1996,38.25,50.25,18.548588
1996,38.25,50.5,11.0594845
1996,38.25,50.75,11.0594845
1996,38.25,51.0,14.936247
1996,38.25,51.25,9.973179
1996,38.25,51.5,9.973179
1996,38.25,51.75,9.287005
1996,38.25,52.0,12.057438
1996,38.25,52.25,8.023354
1996,38.25,52.5,8.023354
1996,38.25,52.75,5.3276067
1996,38.25,53.0,4.810832
1996,38.25,53.25,4.810832
1996,38.25,53.5,3.5732434
1996,38.25,53.75,8.603057
1996,38.25,54.0,7.457953
1996,38.25,54.25,7.457953
1996,38.25,54.5,8.543623
1996,38.25,54.75,11.987837
1996,38.25,55.0,11.987837
1996,38.25,55.25,32.097878
1996,38.25,55.5,17.283665
1996,38.25,55.75,8.86335
1996,38.25,56.0,8.86335
1996,38.25,56.25,14.912413
1996,38.25,56.5,11.790787
1996,38.25,56.75,11.790787
1996,38.25,57.0,15.791503
1996,38.25,57.25,12.167721
1996,38.25,57.5,15.638631
1996,38.25,57.75,15.638631
1996,38.25,58.0,4.278802
1996,38.25,58.25,3.6657276
1996,38.25,58.5,3.6657276
1996,38.25,58.75,5.528151
1996,38.25,59.0,5.146451
1996,38.25,59.25,4.521298
1996,38.25,59.5,4.521298
1996,38.25,59.75,4.849289
1996,38.25,60.0,6.7460356
1996,38.25,60.25,6.7460356
1996,38.25,60.5,4.576281
1996,38.25,60.75,6.996479
1996,38.25,61.0,9.56351
1996,38.0,50.0,11.195515
1996,38.0,50.25,28.063791
1996,38.0,50.5,9.238376
1996,38.0,50.75,9.238376
1996,38.0,51.0,12.583114
1996,38.0,51.25,8.713658
1996,38.0,51.5,7.210371
1996,38.0,51.75,7.210371
1996,38.0,52.0,10.69876
1996,38.0,52.25,9.375995
1996,38.0,52.5,9.375995
1996,38.0,52.75,4.648109
1996,38.0,53.0,6.871575
1996,38.0,53.25,6.7260146
1996,38.0,53.5,7.1115284
1996,38.0,53.75,7.1115284
1996,38.0,54.0,9.597515
1996,38.0,54.25,7.6321177
1996,38.0,54.5,5.886651
1996,38.0,54.75,5.886651
1996,38.0,55.0,19.39526
1996,38.0,55.25,10.267479
1996,38.0,55.5,10.539215
1996,38.0,55.75,10.539215
1996,38.0,56.0,11.010859
1996,38.0,56.25,13.653212
1996,38.0,56.5,15.41711
1996,38.0,56.75,15.41711
1996,38.0,57.0,11.868336
1996,38.0,57.25,11.084592
1996,38.0,57.5,9.297174
1996,38.0,57.75,9.297174
1996,38.0,58.0,7.303175
1996,38.0,58.25,10.140033
1996,38.0,58.5,4.635078
1996,38.0,58.75,4.635078
1996,38.0,59.0,4.5397334
1996,38.0,59.25,9.064213
1996,38.0,59.5,9.064213
1996,38.0,59.75,7.098498
1996,38.0,60.0,4.995485
1996,38.0,60.25,7.337498
1996,38.0,60.5,5.8856997
1996,38.0,60.75,5.8856997
1996,38.0,61.0,9.56351
1996,37.75,50.0,11.51079
1996,37.75,50.25,7.731278
1996,37.75,50.5,6.709487
1996,37.75,50.75,6.709487
1996,37.75,51.0,8.627529
1996,37.75,51.25,9.6579
1996,37.75,51.5,9.6579
1996,37.75,51.75,12.804633
1996,37.75,52.0,10.153383
1996,37.75,52.25,8.322422
1996,37.75,52.5,8.322422
1996,37.75,52.75,8.338631
1996,37.75,53.0,7.80374
1996,37.75,53.25,10.4712
1996,37.75,53.5,8.534409
1996,37.75,53.75,8.534409
1996,37.75,54.0,10.194378
1996,37.75,54.25,6.9694643
