year,latitude,longitude,crr
1996,36.0,45.0,38.7022
1996,36.0,45.25,25.783127
1996,36.0,45.5,26.554958
1996,36.0,45.75,26.554958
1996,36.0,46.0,27.06363
1996,36.0,46.25,18.354551
1996,36.0,46.5,18.354551
1996,36.0,46.75,19.559364
1996,36.0,47.0,11.062421
1996,36.0,47.25,15.193499
1996,36.0,47.5,14.868081
1996,36.0,47.75,14.868081
1996,36.0,48.0,14.322813
1996,36.0,48.25,15.218895
1996,36.0,48.5,15.218895
1996,36.0,48.75,14.381825
1996,36.0,49.0,18.712336
1996,36.0,49.25,19.845446
1996,36.0,49.5,8.504896
1996,36.0,49.75,8.504896
1996,36.0,50.0,26.129705
1996,36.0,50.25,15.296575
1996,36.0,50.5,14.141555
1996,36.0,50.75,14.141555
1996,36.0,51.0,10.843569
1996,35.75,45.0,37.82231
1996,35.75,45.25,32.924625
1996,35.75,45.5,27.587984
1996,35.75,45.75,27.587984
1996,35.75,46.0,29.091822
1996,35.75,46.25,17.716167
1996,35.75,46.5,17.716167
1996,35.75,46.75,18.898323
1996,35.75,47.0,14.311862
1996,35.75,47.25,19.505587
1996,35.75,47.5,13.576623
1996,35.75,47.75,13.576623
1996,35.75,48.0,8.43195
1996,35.75,48.25,10.5756645
1996,35.75,48.5,10.5756645
1996,35.75,48.75,20.15916
1996,35.75,49.0,13.388894
1996,35.75,49.25,15.811471
1996,35.75,49.5,22.969149
1996,35.75,49.75,22.969149
1996,35.75,50.0,25.695232
1996,35.75,50.25,37.849693
1996,35.75,50.5,26.478025
1996,35.75,50.75,26.478025
1996,35.75,51.0,10.544541
1996,35.5,45.0,25.403923
1996,35.5,45.25,34.00918
1996,35.5,45.5,35.792625
1996,35.5,45.75,35.792625
1996,35.5,46.0,28.227863
1996,35.5,46.25,22.868807
1996,35.5,46.5,22.868807
1996,35.5,46.75,16.853697
1996,35.5,47.0,12.375295
1996,35.5,47.25,15.421568
1996,35.5,47.5,16.149338
1996,35.5,47.75,16.149338
1996,35.5,48.0,14.588481
1996,35.5,48.25,18.353302
1996,35.5,48.5,18.353302
1996,35.5,48.75,12.034437
1996,35.5,49.0,17.104918
1996,35.5,49.25,22.361387
1996,35.5,49.5,25.462437
1996,35.5,49.75,25.462437
1996,35.5,50.0,32.44235
1996,35.5,50.25,39.383167
1996,35.5,50.5,21.591793
1996,35.5,50.75,21.591793
1996,35.5,51.0,25.220428
1996,35.25,45.0,27.19261
1996,35.25,45.25,42.281292
1996,35.25,45.5,52.27684
1996,35.25,45.75,52.27684
1996,35.25,46.0,30.135044
1996,35.25,46.25,23.044838
1996,35.25,46.5,23.044838
1996,35.25,46.75,24.632591
1996,35.25,47.0,14.572788
1996,35.25,47.25,13.391386
1996,35.25,47.5,12.294628
1996,35.25,47.75,12.294628
1996,35.25,48.0,10.878926
1996,35.25,48.25,11.638065
1996,35.25,48.5,11.638065
1996,35.25,48.75,9.59394
1996,35.25,49.0,10.138454
1996,35.25,49.25,9.298898
1996,35.25,49.5,13.766346
1996,35.25,49.75,13.766346
1996,35.25,50.0,22.657925
1996,35.25,50.25,11.973191
1996,35.25,50.5,11.973191
1996,35.25,50.75,10.388931
1996,35.25,51.0,11.997342
1996,35.0,45.0,27.000633
1996,35.0,45.25,34.10055
1996,35.0,45.5,38.61904
1996,35.0,45.75,38.61904
1996,35.0,46.0,39.4957
1996,35.0,46.25,25.195282
1996,35.0,46.5,25.195282
1996,35.0,46.75,31.548254
1996,35.0,47.0,18.009214
1996,35.0,47.25,21.292517
1996,35.0,47.5,23.556992
1996,35.0,47.75,23.556992
1996,35.0,48.0,14.972654
1996,35.0,48.25,11.162512
1996,35.0,48.5,11.162512
1996,35.0,48.75,8.304969
1996,35.0,49.0,8.706077
1996,35.0,49.25,10.15912
1996,35.0,49.5,10.930462
1996,35.0,49.75,10.930462
1996,35.0,50.0,11.494154
1996,35.0,50.25,10.030648
1996,35.0,50.5,11.096284
1996,35.0,50.75,11.096284
1996,35.0,51.0,14.054418
1996,34.75,45.0,38.44327
1996,34.75,45.25,35.77121
1996,34.75,45.5,35.27898
1996,34.75,45.75,35.27898
1996,34.75,46.0,30.562546
1996,34.75,46.25,25.256784
1996,34.75,46.5,25.256784
1996,34.75,46.75,18.54527
1996,34.75,47.0,20.042637
1996,34.75,47.25,15.167355
1996,34.75,47.5,14.847916
1996,34.75,47.75,14.847916
1996,34.75,48.0,16.221289
1996,34.75,48.25,11.2556305
1996,34.75,48.5,11.2556305
1996,34.75,48.75,13.276103
1996,34.75,49.0,8.683168
1996,34.75,49.25,16.151575
1996,34.75,49.5,10.829629
1996,34.75,49.75,10.829629
1996,34.75,50.0,23.295065
1996,34.75,50.25,27.258083
1996,34.75,50.5,27.258083
1996,34.75,50.75,10.60928
1996,34.75,51.0,11.015865
1996,34.5,45.0,41.49029
1996,34.5,45.25,48.027256
1996,34.5,45.5,43.8668
1996,34.5,45.75,43.8668
1996,34.5,46.0,26.847513
1996,34.5,46.25,26.442919
1996,34.5,46.5,26.442919
1996,34.5,46.75,17.090734
1996,34.5,47.0,23.405367
1996,34.5,47.25,15.178063
1996,34.5,47.5,27.38805
1996,34.5,47.75,27.38805
1996,34.5,48.0,13.242741
1996,34.5,48.25,12.351889
1996,34.5,48.5,12.351889
1996,34.5,48.75,8.144126
1996,34.5,49.0,15.498251
1996,34.5,49.25,17.517727
1996,34.5,49.5,16.548698
1996,34.5,49.75,16.548698
1996,34.5,50.0,10.927227
1996,34.5,50.25,18.268406
1996,34.5,50.5,12.251057
1996,34.5,50.75,12.251057
1996,34.5,51.0,14.390288
1996,34.25,45.0,44.819153
1996,34.25,45.25,44.819153
1996,34.25,45.5,34.806164
1996,34.25,45.75,34.10628
1996,34.25,46.0,18.133703
1996,34.25,46.25,25.084984
1996,34.25,46.5,25.084984
1996,34.25,46.75,30.87576
1996,34.25,47.0,17.1704
1996,34.25,47.25,16.438896
1996,34.25,47.5,16.438896
1996,34.25,47.75,22.024523
1996,34.25,48.0,23.917768
1996,34.25,48.25,19.794903
1996,34.25,48.5,10.447192
1996,34.25,48.75,10.447192
1996,34.25,49.0,11.4212
1996,34.25,49.25,15.992479
1996,34.25,49.5,12.740797
1996,34.25,49.75,12.740797
1996,34.25,50.0,16.919432
1996,34.25,50.25,16.442635
1996,34.25,50.5,15.108095
1996,34.25,50.75,17.857338
1996,34.25,51.0,17.857338
1996,34.0,45.0,21.872887
