year,latitude,longitude,crr
1996,39.0,50.0,56.304283
1996,39.0,50.25,20.889
1996,39.0,50.5,13.102414
1996,39.0,50.75,13.102414
1996,39.0,51.0,9.441454
1996,39.0,51.25,9.401408
1996,39.0,51.5,9.401408
1996,39.0,51.75,11.110006
1996,39.0,52.0,11.234598
1996,39.0,52.25,8.495622
1996,39.0,52.5,8.495622
1996,39.0,52.75,5.7693644
1996,39.0,53.0,9.420477
1996,39.0,53.25,9.420477
1996,39.0,53.5,5.981031
1996,39.0,53.75,8.380252
1996,39.0,54.0,5.769364
1996,39.0,54.25,5.769364
1996,39.0,54.5,9.747513
1996,39.0,54.75,13.631271
1996,39.0,55.0,13.631271
1996,39.0,55.25,11.923621
1996,39.0,55.5,16.062904
1996,39.0,55.75,10.962853
1996,39.0,56.0,10.962853
1996,39.0,56.25,13.173611
1996,39.0,56.5,10.249669
1996,39.0,56.75,10.249669
1996,39.0,57.0,8.051948
1996,39.0,57.25,8.342748
1996,39.0,57.5,7.7694025
1996,39.0,57.75,7.7694025
1996,39.0,58.0,10.826193
1996,39.0,58.25,9.416343
1996,39.0,58.5,9.416343
1996,39.0,58.75,11.627417
1996,39.0,59.0,10.957775
1996,39.0,59.25,8.495937
1996,39.0,59.5,8.495937
1996,39.0,59.75,12.213477
1996,39.0,60.0,7.718233
1996,39.0,60.25,7.718233
1996,39.0,60.5,6.10498
1996,39.0,60.75,3.9507987
1996,39.0,61.0,4.781896
1996,38.75,50.0,22.193968
1996,38.75,50.25,30.43344
1996,38.75,50.5,22.053175
1996,38.75,50.75,22.053175
1996,38.75,51.0,9.081995
1996,38.75,51.25,8.671376
1996,38.75,51.5,8.671376
1996,38.75,51.75,8.888767
1996,38.75,52.0,13.7037325
1996,38.75,52.25,8.852535
1996,38.75,52.5,8.852535
1996,38.75,52.75,13.135156
1996,38.75,53.0,6.2712
1996,38.75,53.25,6.2712
1996,38.75,53.5,5.346347
1996,38.75,53.75,9.946787
1996,38.75,54.0,10.35582
1996,38.75,54.25,10.35582
1996,38.75,54.5,16.731281
1996,38.75,54.75,14.566614
1996,38.75,55.0,14.566614
1996,38.75,55.25,8.9895115
1996,38.75,55.5,28.330746
1996,38.75,55.75,24.756865
1996,38.75,56.0,24.756865
1996,38.75,56.25,11.813341
1996,38.75,56.5,7.8568087
1996,38.75,56.75,7.8568087
1996,38.75,57.0,23.244995
1996,38.75,57.25,11.79332
1996,38.75,57.5,6.517826
1996,38.75,57.75,6.517826
1996,38.75,58.0,8.016028
1996,38.75,58.25,10.844309
1996,38.75,58.5,10.844309
1996,38.75,58.75,7.9353085
1996,38.75,59.0,12.51572
1996,38.75,59.25,8.113603
1996,38.75,59.5,8.113603
1996,38.75,59.75,5.1991954
1996,38.75,60.0,6.1119704
1996,38.75,60.25,6.1119704
1996,38.75,60.5,4.478063
1996,38.75,60.75,6.2750144
1996,38.75,61.0,4.8149486
1996,38.5,50.0,28.277672
1996,38.5,50.25,19.245552
1996,38.5,50.5,22.519737
1996,38.5,50.75,22.519737
1996,38.5,51.0,16.525654
1996,38.5,51.25,11.733571
1996,38.5,51.5,11.733571
1996,38.5,51.75,10.662199
