time	latitude	longitude	crr	spatial_ref
1996-12-31	36.0	45.0	2.5855544	0.0
1996-12-31	36.0	45.25	1.8682008	0.0
1996-12-31	36.0	45.5	1.7407855	0.0
1996-12-31	36.0	45.75	1.7407855	0.0
1996-12-31	36.0	46.0	1.8190274	0.0
1996-12-31	36.0	46.25	1.5295463	0.0
1996-12-31	36.0	46.5	1.5295463	0.0
1996-12-31	36.0	46.75	1.6141373	0.0
1996-12-31	36.0	47.0	0.9218688	0.0
1996-12-31	36.0	47.25	1.1821568	0.0
1996-12-31	36.0	47.5	0.829518	0.0
1996-12-31	36.0	47.75	0.829518	0.0
1996-12-31	36.0	48.0	0.9182794	0.0
1996-12-31	36.0	48.25	1.2370986	0.0
1996-12-31	36.0	48.5	1.2370986	0.0
1996-12-31	36.0	48.75	1.0945781	0.0
1996-12-31	36.0	49.0	1.4817009	0.0
1996-12-31	36.0	49.25	1.5607104	0.0
1996-12-31	36.0	49.5	0.67056483	0.0
1996-12-31	36.0	49.75	0.67056483	0.0
1996-12-31	36.0	50.0	2.0027125	0.0
1996-12-31	36.0	50.25	1.1747499	0.0
1996-12-31	36.0	50.5	0.95454746	0.0
1996-12-31	36.0	50.75	0.95454746	0.0
1996-12-31	36.0	51.0	0.701978	0.0
1996-12-31	35.75	45.0	2.333234	0.0
1996-12-31	35.75	45.25	2.1047115	0.0
1996-12-31	35.75	45.5	1.9005471	0.0
1996-12-31	35.75	45.75	1.9005471	0.0
1996-12-31	35.75	46.0	1.9040126	0.0
1996-12-31	35.75	46.25	1.466077	0.0
1996-12-31	35.75	46.5	1.466077	0.0
1996-12-31	35.75	46.75	1.3692034	0.0
1996-12-31	35.75	47.0	1.1451625	0.0
1996-12-31	35.75	47.25	1.6222086	0.0
1996-12-31	35.75	47.5	0.79798037	0.0
1996-12-31	35.75	47.75	0.79798037	0.0
1996-12-31	35.75	48.0	0.701978	0.0
1996-12-31	35.75	48.25	0.88130575	0.0
1996-12-31	35.75	48.5	0.88130575	0.0
1996-12-31	35.75	48.75	1.6799306	0.0
1996-12-31	35.75	49.0	1.1012591	0.0
1996-12-31	35.75	49.25	1.2831804	0.0
1996-12-31	35.75	49.5	1.8641754	0.0
1996-12-31	35.75	49.75	1.8641754	0.0
1996-12-31	35.75	50.0	1.7446028	0.0
1996-12-31	35.75	50.25	2.874993	0.0
1996-12-31	35.75	50.5	1.9236612	0.0
1996-12-31	35.75	50.75	1.9236612	0.0
1996-12-31	35.75	51.0	0.64386183	0.0
1996-12-31	35.5	45.0	1.86235	0.0
1996-12-31	35.5	45.25	2.276777	0.0
1996-12-31	35.5	45.5	2.5304465	0.0
1996-12-31	35.5	45.75	2.5304465	0.0
1996-12-31	35.5	46.0	1.7952704	0.0
1996-12-31	35.5	46.25	1.5597973	0.0
1996-12-31	35.5	46.5	1.5597973	0.0
1996-12-31	35.5	46.75	1.2588843	0.0
1996-12-31	35.5	47.0	0.9946955	0.0
1996-12-31	35.5	47.25	0.960855	0.0
1996-12-31	35.5	47.5	1.1254514	0.0
1996-12-31	35.5	47.75	1.1254514	0.0
1996-12-31	35.5	48.0	1.215707	0.0
1996-12-31	35.5	48.25	1.5294428	0.0
1996-12-31	35.5	48.5	1.5294428	0.0
1996-12-31	35.5	48.75	0.92081064	0.0
1996-12-31	35.5	49.0	1.4254106	0.0
1996-12-31	35.5	49.25	1.7942123	0.0
1996-12-31	35.5	49.5	2.1127412	0.0
1996-12-31	35.5	49.75	2.1127412	0.0
1996-12-31	35.5	50.0	2.2456338	0.0
1996-12-31	35.5	50.25	2.9958942	0.0
1996-12-31	35.5	50.5	1.6189302	0.0
1996-12-31	35.5	50.75	1.6189302	0.0
1996-12-31	35.5	51.0	1.7179828	0.0
1996-12-31	35.25	45.0	2.0634222	0.0
1996-12-31	35.25	45.25	3.0843236	0.0
1996-12-31	35.25	45.5	3.6181161	0.0
1996-12-31	35.25	45.75	3.6181161	0.0
1996-12-31	35.25	46.0	2.1402118	0.0
1996-12-31	35.25	46.25	1.7508899	0.0
1996-12-31	35.25	46.5	1.7508899	0.0
1996-12-31	35.25	46.75	1.8355428	0.0
1996-12-31	35.25	47.0	0.92693144	0.0
1996-12-31	35.25	47.25	0.85972756	0.0
1996-12-31	35.25	47.5	0.9764369	0.0
1996-12-31	35.25	47.75	0.9764369	0.0
1996-12-31	35.25	48.0	0.6704406	0.0
1996-12-31	35.25	48.25	0.9662287	0.0
1996-12-31	35.25	48.5	0.9662287	0.0
1996-12-31	35.25	48.75	0.7806349	0.0
1996-12-31	35.25	49.0	0.77924466	0.0
1996-12-31	35.25	49.25	0.7107337	0.0
1996-12-31	35.25	49.5	1.1349752	0.0
1996-12-31	35.25	49.75	1.1349752	0.0
1996-12-31	35.25	50.0	1.8634496	0.0
1996-12-31	35.25	50.25	0.9529915	0.0
1996-12-31	35.25	50.5	0.9529915	0.0
1996-12-31	35.25	50.75	0.8540011	0.0
1996-12-31	35.25	51.0	0.8379418	0.0
1996-12-31	35.0	45.0	2.0429642	0.0
1996-12-31	35.0	45.25	2.2602823	0.0
1996-12-31	35.0	45.5	2.2283094	0.0
1996-12-31	35.0	45.75	2.2283094	0.0
1996-12-31	35.0	46.0	2.0208673	0.0
1996-12-31	35.0	46.25	1.6945993	0.0
1996-12-31	35.0	46.5	1.6945993	0.0
1996-12-31	35.0	46.75	2.3531103	0.0
1996-12-31	35.0	47.0	1.1421126	0.0
1996-12-31	35.0	47.25	1.7686919	0.0
1996-12-31	35.0	47.5	1.6622524	0.0
1996-12-31	35.0	47.75	1.6622524	0.0
1996-12-31	35.0	48.0	1.2063494	0.0
1996-12-31	35.0	48.25	0.93020964	0.0
1996-12-31	35.0	48.5	0.93020964	0.0
1996-12-31	35.0	48.75	0.6226155	0.0
1996-12-31	35.0	49.0	0.6872051	0.0
1996-12-31	35.0	49.25	0.78779316	0.0
1996-12-31	35.0	49.5	0.89271754	0.0
1996-12-31	35.0	49.75	0.89271754	0.0
1996-12-31	35.0	50.0	0.839415	0.0
1996-12-31	35.0	50.25	0.77214885	0.0
1996-12-31	35.0	50.5	0.84331566	0.0
1996-12-31	35.0	50.75	0.84331566	0.0
1996-12-31	35.0	51.0	0.95452684	0.0
1996-12-31	34.75	45.0	2.7160616	0.0
1996-12-31	34.75	45.25	2.3261173	0.0
1996-12-31	34.75	45.5	2.5237863	0.0
1996-12-31	34.75	45.75	2.5237863	0.0
1996-12-31	34.75	46.0	1.8399001	0.0
1996-12-31	34.75	46.25	1.7116338	0.0
1996-12-31	34.75	46.5	1.7116338	0.0
1996-12-31	34.75	46.75	1.3996407	0.0
1996-12-31	34.75	47.0	1.3728962	0.0
1996-12-31	34.75	47.25	1.1288129	0.0
1996-12-31	34.75	47.5	1.1232729	0.0
