time	latitude	longitude	crr	spatial_ref
1996-12-31	36.0	45.0	1.7797818	0.0
1996-12-31	36.0	45.25	1.173899	0.0
1996-12-31	36.0	45.5	1.2272123	0.0
1996-12-31	36.0	45.75	1.2272123	0.0
1996-12-31	36.0	46.0	1.3602606	0.0
1996-12-31	36.0	46.25	0.7758524	0.0
1996-12-31	36.0	46.5	0.7758524	0.0
1996-12-31	36.0	46.75	0.8149734	0.0
1996-12-31	36.0	47.0	0.556501	0.0
1996-12-31	36.0	47.25	0.63336307	0.0
1996-12-31	36.0	47.5	0.62367374	0.0
1996-12-31	36.0	47.75	0.62367374	0.0
1996-12-31	36.0	48.0	0.63272005	0.0
1996-12-31	36.0	48.25	0.70505905	0.0
1996-12-31	36.0	48.5	0.70505905	0.0
1996-12-31	36.0	48.75	0.6859083	0.0
1996-12-31	36.0	49.0	0.8686495	0.0
1996-12-31	36.0	49.25	0.85101324	0.0
1996-12-31	36.0	49.5	0.3543705	0.0
1996-12-31	36.0	49.75	0.3543705	0.0
1996-12-31	36.0	50.0	1.1666683	0.0
1996-12-31	36.0	50.25	0.6436129	0.0
1996-12-31	36.0	50.5	0.6964485	0.0
1996-12-31	36.0	50.75	0.6964485	0.0
1996-12-31	36.0	51.0	0.48833227	0.0
1996-12-31	35.75	45.0	1.8592063	0.0
1996-12-31	35.75	45.25	1.700679	0.0
1996-12-31	35.75	45.5	1.2078328	0.0
1996-12-31	35.75	45.75	1.2078328	0.0
1996-12-31	35.75	46.0	1.4509624	0.0
1996-12-31	35.75	46.25	0.7386608	0.0
1996-12-31	35.75	46.5	0.7386608	0.0
1996-12-31	35.75	46.75	0.8824365	0.0
1996-12-31	35.75	47.0	0.6295766	0.0
1996-12-31	35.75	47.25	0.8139152	0.0
1996-12-31	35.75	47.5	0.66436124	0.0
1996-12-31	35.75	47.75	0.66436124	0.0
1996-12-31	35.75	48.0	0.40174946	0.0
1996-12-31	35.75	48.25	0.45874515	0.0
1996-12-31	35.75	48.5	0.45874515	0.0
1996-12-31	35.75	48.75	0.88150287	0.0
1996-12-31	35.75	49.0	0.5667401	0.0
1996-12-31	35.75	49.25	0.68765116	0.0
1996-12-31	35.75	49.5	0.9675049	0.0
1996-12-31	35.75	49.75	0.9675049	0.0
1996-12-31	35.75	50.0	1.2079679	0.0
1996-12-31	35.75	50.25	1.728046	0.0
1996-12-31	35.75	50.5	1.229432	0.0
1996-12-31	35.75	50.75	1.229432	0.0
1996-12-31	35.75	51.0	0.44498897	0.0
1996-12-31	35.5	45.0	1.2426698	0.0
1996-12-31	35.5	45.25	1.5078429	0.0
1996-12-31	35.5	45.5	1.675438	0.0
1996-12-31	35.5	45.75	1.675438	0.0
1996-12-31	35.5	46.0	1.3784574	0.0
1996-12-31	35.5	46.25	1.1208348	0.0
1996-12-31	35.5	46.5	1.1208348	0.0
1996-12-31	35.5	46.75	0.8407844	0.0
1996-12-31	35.5	47.0	0.5664808	0.0
1996-12-31	35.5	47.25	0.7164707	0.0
1996-12-31	35.5	47.5	0.7474893	0.0
1996-12-31	35.5	47.75	0.7474893	0.0
1996-12-31	35.5	48.0	0.607853	0.0
1996-12-31	35.5	48.25	0.7928868	0.0
1996-12-31	35.5	48.5	0.7928868	0.0
1996-12-31	35.5	48.75	0.53700787	0.0
1996-12-31	35.5	49.0	0.75170135	0.0
1996-12-31	35.5	49.25	0.9415278	0.0
1996-12-31	35.5	49.5	1.2770284	0.0
1996-12-31	35.5	49.75	1.2770284	0.0
1996-12-31	35.5	50.0	1.9676269	0.0
1996-12-31	35.5	50.25	1.7869087	0.0
1996-12-31	35.5	50.5	1.0153506	0.0
1996-12-31	35.5	50.75	1.0153506	0.0
1996-12-31	35.5	51.0	1.1485654	0.0
1996-12-31	35.25	45.0	1.1415421	0.0
1996-12-31	35.25	45.25	1.9334959	0.0
1996-12-31	35.25	45.5	2.4492996	0.0
1996-12-31	35.25	45.75	2.4492996	0.0
1996-12-31	35.25	46.0	1.4359608	0.0
1996-12-31	35.25	46.25	1.1599975	0.0
1996-12-31	35.25	46.5	1.1599975	0.0
1996-12-31	35.25	46.75	1.2976524	0.0
1996-12-31	35.25	47.0	0.7549483	0.0
1996-12-31	35.25	47.25	0.6350022	0.0
1996-12-31	35.25	47.5	0.56142867	0.0
1996-12-31	35.25	47.75	0.56142867	0.0
1996-12-31	35.25	48.0	0.5176808	0.0
1996-12-31	35.25	48.25	0.48533404	0.0
1996-12-31	35.25	48.5	0.48533404	0.0
1996-12-31	35.25	48.75	0.40001687	0.0
1996-12-31	35.25	49.0	0.42243543	0.0
1996-12-31	35.25	49.25	0.3916035	0.0
1996-12-31	35.25	49.5	0.57925147	0.0
1996-12-31	35.25	49.75	0.57925147	0.0
1996-12-31	35.25	50.0	0.99434274	0.0
1996-12-31	35.25	50.25	0.49888274	0.0
1996-12-31	35.25	50.5	0.49888274	0.0
1996-12-31	35.25	50.75	0.53841877	0.0
1996-12-31	35.25	51.0	0.525897	0.0
1996-12-31	35.0	45.0	1.1625392	0.0
1996-12-31	35.0	45.25	1.5695386	0.0
1996-12-31	35.0	45.5	1.6703138	0.0
1996-12-31	35.0	45.75	1.6703138	0.0
1996-12-31	35.0	46.0	1.7030029	0.0
1996-12-31	35.0	46.25	1.1427975	0.0
1996-12-31	35.0	46.5	1.1427975	0.0
1996-12-31	35.0	46.75	1.6561846	0.0
1996-12-31	35.0	47.0	0.91593486	0.0
1996-12-31	35.0	47.25	0.95226526	0.0
1996-12-31	35.0	47.5	1.1105129	0.0
1996-12-31	35.0	47.75	1.1105129	0.0
1996-12-31	35.0	48.0	0.7560689	0.0
1996-12-31	35.0	48.25	0.46510443	0.0
1996-12-31	35.0	48.5	0.46510443	0.0
1996-12-31	35.0	48.75	0.5078772	0.0
1996-12-31	35.0	49.0	0.36568877	0.0
1996-12-31	35.0	49.25	0.4832488	0.0
1996-12-31	35.0	49.5	0.4912162	0.0
1996-12-31	35.0	49.75	0.4912162	0.0
1996-12-31	35.0	50.0	0.5455354	0.0
1996-12-31	35.0	50.25	0.5170376	0.0
1996-12-31	35.0	50.5	0.53610533	0.0
1996-12-31	35.0	50.75	0.53610533	0.0
1996-12-31	35.0	51.0	0.64143425	0.0
1996-12-31	34.75	45.0	1.6649294	0.0
1996-12-31	34.75	45.25	1.7049737	0.0
1996-12-31	34.75	45.5	1.6668175	0.0
1996-12-31	34.75	45.75	1.6668175	0.0
1996-12-31	34.75	46.0	1.3554677	0.0
1996-12-31	34.75	46.25	1.1838478	0.0
1996-12-31	34.75	46.5	1.1838478	0.0
1996-12-31	34.75	46.75	0.8969086	0.0
1996-12-31	34.75	47.0	0.98158264	0.0
1996-12-31	34.75	47.25	0.7502075	0.0
1996-12-31	34.75	47.5	0.69490284	0.0
1996-12-31	34.75	47.75	0.69490284	0.0
1996-12-31	34.75	48.0	0.6871739	0.0
1996-12-31	34.75	48.25	0.49523106	0.0
1996-12-31	34.75	48.5	0.49523106	0.0
1996-12-31	34.75	48.75	0.58328706	0.0
1996-12-31	34.75	49.0	0.42313048	0.0
1996-12-31	34.75	49.25	0.67363566	0.0
1996-12-31	34.75	49.5	0.4754579	0.0
1996-12-31	34.75	49.75	0.4754579	0.0
1996-12-31	34.75	50.0	1.3028811	0.0
1996-12-31	34.75	50.25	1.4260126	0.0
1996-12-31	34.75	50.5	1.4260126	0.0
1996-12-31	34.75	50.75	0.47573802	0.0
1996-12-31	34.75	51.0	0.5262602	0.0
1996-12-31	34.5	45.0	1.9532585	0.0
1996-12-31	34.5	45.25	2.1152308	0.0
1996-12-31	34.5	45.5	1.862049	0.0
1996-12-31	34.5	45.75	1.862049	0.0
1996-12-31	34.5	46.0	1.2792069	0.0
1996-12-31	34.5	46.25	1.1519157	0.0
1996-12-31	34.5	46.5	1.1519157	0.0
1996-12-31	34.5	46.75	0.7733419	0.0
