time	latitude	longitude	crr	spatial_ref
31/12/1996	39	50	4.261644	0
31/12/1996	39	50.25	1.6135434	0
31/12/1996	39	50.5	1.0918688	0
31/12/1996	39	50.75	1.0918688	0
31/12/1996	39	51	0.6891385	0
31/12/1996	39	51.25	0.5609775	0
31/12/1996	39	51.5	0.5609775	0
31/12/1996	39	51.75	0.88006854	0
31/12/1996	39	52	0.882108	0
31/12/1996	39	52.25	0.4818404	0
31/12/1996	39	52.5	0.4818404	0
31/12/1996	39	52.75	0.39213595	0
31/12/1996	39	53	0.55305856	0
31/12/1996	39	53.25	0.55305856	0
31/12/1996	39	53.5	0.4984201	0
31/12/1996	39	53.75	0.6633949	0
31/12/1996	39	54	0.48062226	0
31/12/1996	39	54.25	0.48062226	0
31/12/1996	39	54.5	0.81112814	0
31/12/1996	39	54.75	1.111918	0
31/12/1996	39	55	1.111918	0
31/12/1996	39	55.25	0.93261456	0
31/12/1996	39	55.5	1.3174149	0
31/12/1996	39	55.75	0.91357183	0
31/12/1996	39	56	0.91357183	0
31/12/1996	39	56.25	0.98240644	0
31/12/1996	39	56.5	0.6488548	0
31/12/1996	39	56.75	0.6488548	0
31/12/1996	39	57	0.5447423	0
31/12/1996	39	57.25	0.69522977	0
31/12/1996	39	57.5	0.636142	0
31/12/1996	39	57.75	0.636142	0
31/12/1996	39	58	0.84407544	0
31/12/1996	39	58.25	0.76202506	0
31/12/1996	39	58.5	0.76202506	0
31/12/1996	39	58.75	0.89029163	0
31/12/1996	39	59	0.72939545	0
31/12/1996	39	59.25	0.70799565	0
31/12/1996	39	59.5	0.70799565	0
31/12/1996	39	59.75	0.6233762	0
31/12/1996	39	60	0.4564413	0
31/12/1996	39	60.25	0.4564413	0
31/12/1996	39	60.5	0.3251024	0
31/12/1996	39	60.75	0.31238955	0
31/12/1996	39	61	0.37966132	0
31/12/1996	38.75	50	1.7776178	0
31/12/1996	38.75	50.25	2.5359352	0
31/12/1996	38.75	50.5	1.1369464	0
31/12/1996	38.75	50.75	1.1369464	0
31/12/1996	38.75	51	0.5750145	0
31/12/1996	38.75	51.25	0.69962645	0
31/12/1996	38.75	51.5	0.69962645	0
31/12/1996	38.75	51.75	0.71374303	0
31/12/1996	38.75	52	1.1283916	0
31/12/1996	38.75	52.25	0.681643	0
31/12/1996	38.75	52.5	0.681643	0
31/12/1996	38.75	52.75	0.7830276	0
31/12/1996	38.75	53	0.46025515	0
31/12/1996	38.75	53.25	0.46025515	0
31/12/1996	38.75	53.5	0.43705443	0
31/12/1996	38.75	53.75	0.5113976	0
31/12/1996	38.75	54	0.85355705	0
31/12/1996	38.75	54.25	0.85355705	0
31/12/1996	38.75	54.5	1.3878914	0
31/12/1996	38.75	54.75	0.9760766	0
31/12/1996	38.75	55	0.9760766	0
31/12/1996	38.75	55.25	0.74329996	0
31/12/1996	38.75	55.5	1.4218979	0
31/12/1996	38.75	55.75	1.9076061	0
31/12/1996	38.75	56	1.9076061	0
31/12/1996	38.75	56.25	0.91073817	0
31/12/1996	38.75	56.5	0.5684727	0
31/12/1996	38.75	56.75	0.5684727	0
31/12/1996	38.75	57	1.6490065	0
